00000000 00000000 00000000 00000000 0 0 1
0d55b390 0a400000 0003accc 00000000 1 0 1
0d5206c4 0a400000 0003accc 00000000 1 0 1
0d4e59f8 0a400000 0003accc 00000000 1 0 1
0d4aad2c 0a400000 0003accc 00000000 1 0 1
0d470060 0a400000 0003accc 00000000 1 0 1
0d435394 0a400000 0003accc 00000000 1 0 1
0d3fa6c8 0a400000 0003accc 00000000 1 0 1
0d3bf9fc 0a400000 0003accc 00000000 1 0 1
0d384d30 0a400000 0003accc 00000000 1 0 1
0d34a064 0a400000 0003accc 00000000 1 0 1
0d30f398 0a400000 0003accc 00000000 1 0 1
0d2d46cc 0a400000 0003accc 00000000 1 0 1
0d299a00 0a400000 0003accc 00000000 1 0 1
0d25ed34 0a400000 0003accc 00000000 1 0 1
0d224068 0a400000 0003accc 00000000 1 0 1
0d1e939c 0a400000 0003accc 00000000 1 0 1
0d1ae6d0 0a400000 0003accc 00000000 1 0 1
0d173a04 0a400000 0003accc 00000000 1 0 1
0d138d38 0a400000 0003accc 00000000 1 0 1
0d0fe06c 0a400000 0003accc 00000000 1 0 1
0d0c33a0 0a400000 0003accc 00000000 1 0 1
0d0886d4 0a400000 0003accc 00000000 1 0 1
0d04da08 0a400000 0003accc 00000000 1 0 1
0d012d3c 0a400000 0003accc 00000000 1 0 1
0cfd8070 0a400000 0003accc 00000000 1 0 1
0cf9d3a4 0a400000 0003accc 00000000 1 0 1
0cf626d8 0a400000 0003accc 00000000 1 0 1
0cf27a0c 0a400000 0003accc 00000000 1 0 1
0ceecd40 0a400000 0003accc 00000000 1 0 1
0ceb2074 0a400000 0003accc 00000000 1 0 1
0ce773a8 0a400000 0003accc 00000000 1 0 1
0ce3c6dc 0a400000 0003accc 00000000 1 0 1
0ce01a10 0a400000 0003accc 00000000 1 0 1
0cdc6d44 0a400000 0003accc 00000000 1 0 1
0cd8c078 0a400000 0003accc 00000000 1 0 1
0cd513ac 0a400000 0003accc 00000000 1 0 1
0cd166e0 0a400000 0003accc 00000000 1 0 1
0ccdba14 0a400000 0003accc 00000000 1 0 1
0cca0d48 0a400000 0003accc 00000000 1 0 1
0cc6607c 0a400000 0003accc 00000000 1 0 1
0cc2b3b0 0a400000 0003accc 00000000 1 0 1
0cbf06e4 0a400000 0003accc 00000000 1 0 1
0cbb5a18 0a400000 0003accc 00000000 1 0 1
0cb7ad4c 0a400000 0003accc 00000000 1 0 1
0cb40080 0a400000 0003accc 00000000 1 0 1
0cb053b4 0a400000 0003accc 00000000 1 0 1
0caca6e8 0a400000 0003accc 00000000 1 0 1
0ca8fa1c 0a400000 0003accc 00000000 1 0 1
0ca54d50 0a400000 0003accc 00000000 1 0 1
0ca1a084 0a400000 0003accc 00000000 1 0 1
0c9df3b8 0a400000 0003accc 00000000 1 0 1
0c9a46ec 0a400000 0003accc 00000000 1 0 1
0c969a20 0a400000 0003accc 00000000 1 0 1
0c92ed54 0a400000 0003accc 00000000 1 0 1
0c8f4088 0a400000 0003accc 00000000 1 0 1
0c8b93bc 0a400000 0003accc 00000000 1 0 1
0c87e6f0 0a400000 0003accc 00000000 1 0 1
0c843a24 0a400000 0003accc 00000000 1 0 1
0c808d58 0a400000 0003accc 00000000 1 0 1
0c7ce08c 0a400000 0003accc 00000000 1 0 1
0c7933c0 0a400000 0003accc 00000000 1 0 1
0c7586f4 0a400000 0003accc 00000000 1 0 1
0c71da28 0a400000 0003accc 00000000 1 0 1
0c6e2d5c 0a400000 0003accc 00000000 1 0 1
0c6a8090 0a400000 0003accc 00000000 1 0 1
0c66d3c4 0a400000 0003accc 00000000 1 0 1
0c6326f8 0a400000 0003accc 00000000 1 0 1
0c5f7a2c 0a400000 0003accc 00000000 1 0 1
0c5bcd60 0a400000 0003accc 00000000 1 0 1
0c582094 0a400000 0003accc 00000000 1 0 1
0c5473c8 0a400000 0003accc 00000000 1 0 1
0c50c6fc 0a400000 0003accc 00000000 1 0 1
0c4d1a30 0a400000 0003accc 00000000 1 0 1
0c496d64 0a400000 0003accc 00000000 1 0 1
0c45c098 0a400000 0003accc 00000000 1 0 1
0c4213cc 0a400000 0003accc 00000000 1 0 1
0c3e6700 0a400000 0003accc 00000000 1 0 1
0c3aba34 0a400000 0003accc 00000000 1 0 1
0c370d68 0a400000 0003accc 00000000 1 0 1
0c33609c 0a400000 0003accc 00000000 1 0 1
0c2fb3d0 0a400000 0003accc 00000000 1 0 1
0c2c0704 0a400000 0003accc 00000000 1 0 1
0c285a38 0a400000 0003accc 00000000 1 0 1
0c24ad6c 0a400000 0003accc 00000000 1 0 1
0c2100a0 0a400000 0003accc 00000000 1 0 1
0c1d53d4 0a400000 0003accc 00000000 1 0 1
0c19a708 0a400000 0003accc 00000000 1 0 1
0c15fa3c 0a400000 0003accc 00000000 1 0 1
0c124d70 0a400000 0003accc 00000000 1 0 1
0c0ea0a4 0a400000 0003accc 00000000 1 0 1
0c0af3d8 0a400000 0003accc 00000000 1 0 1
0c07470c 0a400000 0003accc 00000000 1 0 1
0c039a40 0a400000 0003accc 00000000 1 0 1
0bffed74 0a400000 0003accc 00000000 1 0 1
0bfc40a8 0a400000 0003accc 00000000 1 0 1
0bf893dc 0a400000 0003accc 00000000 1 0 1
0bf4e710 0a400000 0003accc 00000000 1 0 1
0bf13a44 0a400000 0003accc 00000000 1 0 1
0bed8d78 0a400000 0003accc 00000000 1 0 1
0be9e0ac 0a400000 0003accc 00000000 1 0 1
0be633e0 0a400000 0003accc 00000000 1 0 1
0be28714 0a400000 0003accc 00000000 1 0 1
0bdeda48 0a400000 0003accc 00000000 1 0 1
0bdb2d7c 0a400000 0003accc 00000000 1 0 1
0bd780b0 0a400000 0003accc 00000000 1 0 1
0bd3d3e4 0a400000 0003accc 00000000 1 0 1
0bd02718 0a400000 0003accc 00000000 1 0 1
0bcc7a4c 0a400000 0003accc 00000000 1 0 1
0bc8cd80 0a400000 0003accc 00000000 1 0 1
0bc520b4 0a400000 0003accc 00000000 1 0 1
0bc173e8 0a400000 0003accc 00000000 1 0 1
0bbdc71c 0a400000 0003accc 00000000 1 0 1
0bba1a50 0a400000 0003accc 00000000 1 0 1
0bb66d84 0a400000 0003accc 00000000 1 0 1
0bb2c0b8 0a400000 0003accc 00000000 1 0 1
0baf13ec 0a400000 0003accc 00000000 1 0 1
0bab6720 0a400000 0003accc 00000000 1 0 1
0ba7ba54 0a400000 0003accc 00000000 1 0 1
0ba40d88 0a400000 0003accc 00000000 1 0 1
0ba060bc 0a400000 0003accc 00000000 1 0 1
0b9cb3f0 0a400000 0003accc 00000000 1 0 1
0b990724 0a400000 0003accc 00000000 1 0 1
0b955a58 0a400000 0003accc 00000000 1 0 1
0b91ad8c 0a400000 0003accc 00000000 1 0 1
0b8e00c0 0a400000 0003accc 00000000 1 0 1
0b8a53f4 0a400000 0003accc 00000000 1 0 1
0b86a728 0a400000 0003accc 00000000 1 0 1
0b82fa5c 0a400000 0003accc 00000000 1 0 1
0b7f4d90 0a400000 0003accc 00000000 1 0 1
0b7ba0c4 0a400000 0003accc 00000000 1 0 1
0b7ba0c4 07c00000 0003accc 00000000 3 0 0
0b77f3f8 07c00000 0003accc 00000000 3 0 0
0b74472c 07c00000 0003accc 00000000 3 0 0
0b709a60 07c00000 0003accc 00000000 3 0 0
0b6ced94 07c00000 0003accc 00000000 3 0 0
0b6940c8 07c00000 0003accc 00000000 3 0 0
0b6593fc 07c00000 0003accc 00000000 3 0 0
0b61e730 07c00000 0003accc 00000000 3 0 0
0b5e3a64 07c00000 0003accc 00000000 3 0 0
0b5a8d98 07c00000 0003accc 00000000 3 0 0
0b56e0cc 07c00000 0003accc 00000000 3 0 0
0b533400 07c00000 0003accc 00000000 3 0 0
0b4f8734 07c00000 0003accc 00000000 3 0 0
0b4bda68 07c00000 0003accc 00000000 3 0 0
0b482d9c 07c00000 0003accc 00000000 3 0 0
0b4480d0 07c00000 0003accc 00000000 3 0 0
0b40d404 07c00000 0003accc 00000000 3 0 0
0b3d2738 07c00000 0003accc 00000000 3 0 0
0b397a6c 07c00000 0003accc 00000000 3 0 0
0b35cda0 07c00000 0003accc 00000000 3 0 0
0b3220d4 07c00000 0003accc 00000000 3 0 0
0b2e7408 07c00000 0003accc 00000000 3 0 0
0b2ac73c 07c00000 0003accc 00000000 3 0 0
0b271a70 07c00000 0003accc 00000000 3 0 0
0b236da4 07c00000 0003accc 00000000 3 0 0
0b1fc0d8 07c00000 0003accc 00000000 3 0 0
0b1c140c 07c00000 0003accc 00000000 3 0 0
0b186740 07c00000 0003accc 00000000 3 0 0
0b14ba74 07c00000 0003accc 00000000 3 0 0
0b110da8 07c00000 0003accc 00000000 3 0 0
0b0d60dc 07c00000 0003accc 00000000 3 0 0
0b09b410 07c00000 0003accc 00000000 3 0 0
0b060744 07c00000 0003accc 00000000 3 0 0
0b025a78 07c00000 0003accc 00000000 3 0 0
0afeadac 07c00000 0003accc 00000000 3 0 0
0afb00e0 07c00000 0003accc 00000000 3 0 0
0af75414 07c00000 0003accc 00000000 3 0 0
0af3a748 07c00000 0003accc 00000000 3 0 0
0aeffa7c 07c00000 0003accc 00000000 3 0 0
0aec4db0 07c00000 0003accc 00000000 3 0 0
0ae8a0e4 07c00000 0003accc 00000000 3 0 0
0ae4f418 07c00000 0003accc 00000000 3 0 0
0ae1474c 07c00000 0003accc 00000000 3 0 0
0add9a80 07c00000 0003accc 00000000 3 0 0
0ad9edb4 07c00000 0003accc 00000000 3 0 0
0ad640e8 07c00000 0003accc 00000000 3 0 0
0ad2941c 07c00000 0003accc 00000000 3 0 0
0acee750 07c00000 0003accc 00000000 3 0 0
0acb3a84 07c00000 0003accc 00000000 3 0 0
0ac78db8 07c00000 0003accc 00000000 3 0 0
0ac3e0ec 07c00000 0003accc 00000000 3 0 0
0ac03420 07c00000 0003accc 00000000 3 0 0
0abc8754 07c00000 0003accc 00000000 3 0 0
0ab8da88 07c00000 0003accc 00000000 3 0 0
0ab52dbc 07c00000 0003accc 00000000 3 0 0
0ab180f0 07c00000 0003accc 00000000 3 0 0
0aadd424 07c00000 0003accc 00000000 3 0 0
0aaa2758 07c00000 0003accc 00000000 3 0 0
0aa67a8c 07c00000 0003accc 00000000 3 0 0
0aa2cdc0 07c00000 0003accc 00000000 3 0 0
0a9f20f4 07c00000 0003accc 00000000 3 0 0
0a9b7428 07c00000 0003accc 00000000 3 0 0
0a97c75c 07c00000 0003accc 00000000 3 0 0
0a941a90 07c00000 0003accc 00000000 3 0 0
0a906dc4 07c00000 0003accc 00000000 3 0 0
0a8cc0f8 07c00000 0003accc 00000000 3 0 0
0a89142c 07c00000 0003accc 00000000 3 0 0
0a856760 07c00000 0003accc 00000000 3 0 0
0a81ba94 07c00000 0003accc 00000000 3 0 0
0a7e0dc8 07c00000 0003accc 00000000 3 0 0
0a7a60fc 07c00000 0003accc 00000000 3 0 0
0a76b430 07c00000 0003accc 00000000 3 0 0
0a730764 07c00000 0003accc 00000000 3 0 0
0a6f5a98 07c00000 0003accc 00000000 3 0 0
0a6badcc 07c00000 0003accc 00000000 3 0 0
0a680100 07c00000 0003accc 00000000 3 0 0
0a645434 07c00000 0003accc 00000000 3 0 0
0a60a768 07c00000 0003accc 00000000 3 0 0
0a5cfa9c 07c00000 0003accc 00000000 3 0 0
0a594dd0 07c00000 0003accc 00000000 3 0 0
0a55a104 07c00000 0003accc 00000000 3 0 0
0a51f438 07c00000 0003accc 00000000 3 0 0
0a4e476c 07c00000 0003accc 00000000 3 0 0
0a4a9aa0 07c00000 0003accc 00000000 3 0 0
0a46edd4 07c00000 0003accc 00000000 3 0 0
0a434108 07c00000 0003accc 00000000 3 0 0
0a3f943c 07c00000 0003accc 00000000 3 0 0
0a3be770 07c00000 0003accc 00000000 3 0 0
0a383aa4 07c00000 0003accc 00000000 3 0 0
0a348dd8 07c00000 0003accc 00000000 3 0 0
0a30e10c 07c00000 0003accc 00000000 3 0 0
0a2d3440 07c00000 0003accc 00000000 3 0 0
0a298774 07c00000 0003accc 00000000 3 0 0
0a25daa8 07c00000 0003accc 00000000 3 0 0
0a222ddc 07c00000 0003accc 00000000 3 0 0
0a1e8110 07c00000 0003accc 00000000 3 0 0
0a1ad444 07c00000 0003accc 00000000 3 0 0
0a172778 07c00000 0003accc 00000000 3 0 0
0a137aac 07c00000 0003accc 00000000 3 0 0
0a0fcde0 07c00000 0003accc 00000000 3 0 0
0a0c2114 07c00000 0003accc 00000000 3 0 0
0a087448 07c00000 0003accc 00000000 3 0 0
0a04c77c 07c00000 0003accc 00000000 3 0 0
0a011ab0 07c00000 0003accc 00000000 3 0 0
09fd6de4 07c00000 0003accc 00000000 3 0 0
09f9c118 07c00000 0003accc 00000000 3 0 0
09f6144c 07c00000 0003accc 00000000 3 0 0
09f26780 07c00000 0003accc 00000000 3 0 0
09eebab4 07c00000 0003accc 00000000 3 0 0
09eb0de8 07c00000 0003accc 00000000 3 0 0
09e7611c 07c00000 0003accc 00000000 3 0 0
09e3b450 07c00000 0003accc 00000000 3 0 0
09e00784 07c00000 0003accc 00000000 3 0 0
09dc5ab8 07c00000 0003accc 00000000 3 0 0
09d8adec 07c00000 0003accc 00000000 3 0 0
09d50120 07c00000 0003accc 00000000 3 0 0
09d15454 07c00000 0003accc 00000000 3 0 0
09cda788 07c00000 0003accc 00000000 3 0 0
09c9fabc 07c00000 0003accc 00000000 3 0 0
09c64df0 07c00000 0003accc 00000000 3 0 0
09c2a124 07c00000 0003accc 00000000 3 0 0
09bef458 07c00000 0003accc 00000000 3 0 0
09bb478c 07c00000 0003accc 00000000 3 0 0
09b79ac0 07c00000 0003accc 00000000 3 0 0
09b3edf4 07c00000 0003accc 00000000 3 0 0
09b04128 07c00000 0003accc 00000000 3 0 0
09ac945c 07c00000 0003accc 00000000 3 0 0
09a8e790 07c00000 0003accc 00000000 3 0 0
09a53ac4 07c00000 0003accc 00000000 3 0 0
09a18df8 07c00000 0003accc 00000000 3 0 0
099de12c 07c00000 0003accc 00000000 3 0 0
099a3460 07c00000 0003accc 00000000 3 0 0
09968794 07c00000 0003accc 00000000 3 0 0
0992dac8 07c00000 0003accc 00000000 3 0 0
098f2dfc 07c00000 0003accc 00000000 3 0 0
098b8130 07c00000 0003accc 00000000 3 0 0
0987d464 07c00000 0003accc 00000000 3 0 0
09842798 07c00000 0003accc 00000000 3 0 0
09807acc 07c00000 0003accc 00000000 3 0 0
097cce00 07c00000 0003accc 00000000 3 0 0
09792134 07c00000 0003accc 00000000 3 0 0
09757468 07c00000 0003accc 00000000 3 0 0
0971c79c 07c00000 0003accc 00000000 3 0 0
096e1ad0 07c00000 0003accc 00000000 3 0 0
096a6e04 07c00000 0003accc 00000000 3 0 0
0966c138 07c00000 0003accc 00000000 3 0 0
0963146c 07c00000 0003accc 00000000 3 0 0
095f67a0 07c00000 0003accc 00000000 3 0 0
095bbad4 07c00000 0003accc 00000000 3 0 0
09580e08 07c00000 0003accc 00000000 3 0 0
0954613c 07c00000 0003accc 00000000 3 0 0
0954613c 07c00000 0003accc 00000000 3 0 0
00000000 0f000000 03373332 00000000 0 1 1
0950b470 09000000 03373332 00000000 1 0 1
0f000000 09000000 03373332 00000000 1 0 1
0bc8ccce 0b800000 000b0666 00000000 2 0 1
09000000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 1
0b800000 07c00000 0003accc 00000000 3 0 0
0b800000 07c00000 0003accc 00000000 3 0 0
0b7c5334 07c00000 0003accc 00000000 3 0 0
0b78a668 07c00000 0003accc 00000000 3 0 0
0b74f99c 07c00000 0003accc 00000000 3 0 0
0b714cd0 07c00000 0003accc 00000000 3 0 0
0b6da004 07c00000 0003accc 00000000 3 0 0
0b69f338 07c00000 0003accc 00000000 3 0 0
0b66466c 07c00000 0003accc 00000000 3 0 0
0b6299a0 07c00000 0003accc 00000000 3 0 0
0b5eecd4 07c00000 0003accc 00000000 3 0 0
0b5b4008 07c00000 0003accc 00000000 3 0 0
0b57933c 07c00000 0003accc 00000000 3 0 0
0b53e670 07c00000 0003accc 00000000 3 0 0
0b5039a4 07c00000 0003accc 00000000 3 0 0
0b4c8cd8 07c00000 0003accc 00000000 3 0 0
0b48e00c 07c00000 0003accc 00000000 3 0 0
0b453340 07c00000 0003accc 00000000 3 0 0
0b418674 07c00000 0003accc 00000000 3 0 0
0b3dd9a8 07c00000 0003accc 00000000 3 0 0
0b3a2cdc 07c00000 0003accc 00000000 3 0 0
0b368010 07c00000 0003accc 00000000 3 0 0
0b32d344 07c00000 0003accc 00000000 3 0 0
0b2f2678 07c00000 0003accc 00000000 3 0 0
0b2b79ac 07c00000 0003accc 00000000 3 0 0
0b27cce0 07c00000 0003accc 00000000 3 0 0
0b242014 07c00000 0003accc 00000000 3 0 0
0b207348 07c00000 0003accc 00000000 3 0 0
0b1cc67c 07c00000 0003accc 00000000 3 0 0
0b1919b0 07c00000 0003accc 00000000 3 0 0
0b156ce4 07c00000 0003accc 00000000 3 0 0
0b156ce4 07c00000 0003accc 00000000 3 0 0
00000000 0f000000 0003accc 00000000 0 1 1
0b11c018 0f000000 0003accc 00000000 0 1 1
0b242014 0f000000 0003accc 00000000 0 1 1
0b368010 0f000000 0003accc 00000000 0 1 1
0b48e00c 0f000000 0003accc 00000000 0 1 1
0b5b4008 0f000000 0003accc 00000000 0 1 1
0b6da004 0f000000 0003accc 00000000 0 1 1
0b800000 0f000000 0003accc 00000000 0 1 1
0b925ffc 0f000000 0003accc 00000000 0 1 1
0ba4bff8 0f000000 0003accc 00000000 0 1 1
0bb71ff4 0f000000 0003accc 00000000 0 1 1
0bc97ff0 0f000000 0003accc 00000000 0 1 1
0bdbdfec 0f000000 0003accc 00000000 0 1 1
0bee3fe8 0f000000 0003accc 00000000 0 1 1
0c009fe4 0f000000 0003accc 00000000 0 1 1
0c0f5314 0f000000 0003accc 00000000 0 1 1
0c1e0644 0f000000 0003accc 00000000 0 1 1
0c2cb974 0f000000 0003accc 00000000 0 1 1
0c3b6ca4 0f000000 0003accc 00000000 0 1 1
0c4a1fd4 0f000000 0003accc 00000000 0 1 1
0c58d304 0f000000 0003accc 00000000 0 1 1
0c678634 0f000000 0003accc 00000000 0 1 1
0c763964 0f000000 0003accc 00000000 0 1 1
0c84ec94 0f000000 0003accc 00000000 0 1 1
0c939fc4 0f000000 0003accc 00000000 0 1 1
0ca252f4 0f000000 0003accc 00000000 0 1 1
0cb10624 0f000000 0003accc 00000000 0 1 1
0cbfb954 0f000000 0003accc 00000000 0 1 1
0cce6c84 0f000000 0003accc 00000000 0 1 1
0cdd1fb4 0f000000 0003accc 00000000 0 1 1
0cebd2e4 0f000000 0003accc 00000000 0 1 1
0cfa8614 0f000000 0003accc 00000000 0 1 1
0d093944 0f000000 0003accc 00000000 0 1 1
0d143fa8 0f000000 0003accc 00000000 0 1 1
0d1f460c 0f000000 0003accc 00000000 0 1 1
0d2a4c70 0f000000 0003accc 00000000 0 1 1
0d3552d4 0f000000 0003accc 00000000 0 1 1
0d405938 0f000000 0003accc 00000000 0 1 1
